,Train_loss,Train_acc,Valid_loss,Valid_acc
0,4.647664058208465,0.010725,4.599921846389771,0.0152
1,4.591471159458161,0.017775,4.584467458724975,0.0199
2,4.577903640270233,0.023875,4.569469690322876,0.0244
3,4.561741745471954,0.027275,4.5515923500061035,0.0329
4,4.5420573353767395,0.0365,4.5290711402893065,0.031
5,4.51701830625534,0.037825,4.499562215805054,0.0341
6,4.485058295726776,0.038075,4.461813497543335,0.0381
7,4.443293249607086,0.041625,4.411531066894531,0.0403
8,4.385394871234894,0.045775,4.341982650756836,0.0469
9,4.311183226108551,0.0496,4.263683462142945,0.0519
10,4.240334296226502,0.05755,4.209482288360595,0.064
11,4.184057533740997,0.065275,4.150306606292725,0.073
12,4.128740382194519,0.07515,4.098667621612549,0.0785
13,4.065603667497635,0.084,4.032887244224549,0.0891
14,3.9904810547828675,0.09675,3.9500207185745237,0.1066
15,3.919224298000336,0.11155,3.883803105354309,0.1141
16,3.8532487869262697,0.12335,3.8312103033065794,0.1236
17,3.7960048854351043,0.132625,3.79031822681427,0.1294
18,3.7500699698925017,0.13995,3.7524133682250977,0.14
19,3.7111489832401277,0.14745,3.7167247533798218,0.1441
20,3.6668221950531006,0.154675,3.6751464366912843,0.1578
21,3.6274617850780486,0.16255,3.6463062286376955,0.156
22,3.599971264600754,0.165375,3.6199454784393312,0.1615
23,3.55918989777565,0.173075,3.5817210197448732,0.1676
24,3.5274257123470307,0.18085,3.552249312400818,0.175
25,3.5001784026622773,0.187175,3.5476296186447143,0.1729
26,3.4800035059452057,0.1883,3.5334182262420653,0.1753
27,3.442320090532303,0.19435,3.493531584739685,0.1819
28,3.4222959876060486,0.19875,3.4745429277420046,0.1833
29,3.393852931261063,0.20335,3.469546389579773,0.1875
30,3.3716358065605165,0.208925,3.44290509223938,0.1894
31,3.344827061891556,0.21095,3.4406547784805297,0.1925
32,3.3136613428592683,0.2185,3.4045001029968263,0.1999
33,3.288534462451935,0.222475,3.3875146865844727,0.1988
34,3.2658556163311006,0.227275,3.3806004762649535,0.1975
35,3.2460879743099214,0.229525,3.3551931858062742,0.2035
36,3.217481029033661,0.2342,3.3372123003005982,0.2113
37,3.191836303472519,0.2425,3.337805676460266,0.2101
38,3.169881272315979,0.2449,3.319064807891846,0.2108
39,3.150842159986496,0.247475,3.330916738510132,0.2113
40,3.1260445594787596,0.252225,3.282711958885193,0.2181
41,3.0896011352539063,0.260975,3.276571440696716,0.22
42,3.0699091851711273,0.2623,3.2754870653152466,0.2228
43,3.053320425748825,0.265175,3.2722194671630858,0.2196
44,3.0249166965484617,0.270875,3.2333810806274412,0.2273
45,3.008450871706009,0.273125,3.2359180450439453,0.2271
46,2.9909643828868866,0.2763,3.22853536605835,0.2265
47,2.9611344754695894,0.282975,3.2112448692321776,0.2362
48,2.936171215772629,0.28855,3.233127737045288,0.2279
49,2.9162178933620453,0.29145,3.175426149368286,0.2384
50,2.8899258375167847,0.298325,3.1619544982910157,0.2401
51,2.8672381937503815,0.300975,3.1928441524505615,0.2357
52,2.843303066492081,0.309075,3.159133219718933,0.2406
53,2.830858665704727,0.311375,3.1686153173446656,0.2393
54,2.794865107536316,0.31725,3.144816207885742,0.244
55,2.769047337770462,0.3235,3.136686658859253,0.2461
56,2.746630609035492,0.32925,3.1357084035873415,0.245
57,2.725866639614105,0.33355,3.1110298871994018,0.2493
58,2.6942077934741975,0.339725,3.1177515506744387,0.2478
59,2.6800952315330506,0.342475,3.1159621238708497,0.2512
60,2.6529703736305237,0.3489,3.096949577331543,0.2527
61,2.6314462184906007,0.355125,3.092818856239319,0.2502
62,2.6039401948451997,0.358125,3.099232864379883,0.256
63,2.587496119737625,0.364925,3.104613924026489,0.2531
64,2.5624967396259306,0.3692,3.0742163181304933,0.2582
65,2.5167321085929872,0.382825,3.076706147193909,0.2535
66,2.4956895232200624,0.385575,3.0680133581161497,0.2597
67,2.4795254826545716,0.392075,3.0723160028457643,0.2592
68,2.4445502400398254,0.39815,3.0546770811080934,0.2615
69,2.422769469022751,0.401875,3.0554541826248167,0.258
70,2.391471803188324,0.4094,3.0589344024658205,0.2642
71,2.35586022734642,0.418975,3.0407752275466917,0.2665
72,2.3277224600315094,0.42535,3.046194815635681,0.2659
73,2.3176206827163695,0.424975,3.04486882686615,0.2626
74,2.2921784937381746,0.43375,3.034253549575806,0.2677
75,2.2530355989933013,0.4405,3.0506181716918945,0.2651
76,2.222404658794403,0.450725,3.0624119997024537,0.261
77,2.192941254377365,0.458825,3.0292755603790282,0.2691
78,2.167961996793747,0.46615,3.0498651266098022,0.2667
79,2.1322053372859955,0.474825,3.0479623079299927,0.2706
80,2.1037568628787993,0.482875,3.0271674156188966,0.2682
81,2.07351710498333,0.491875,3.0542001485824586,0.2683
82,2.0252771764993667,0.502925,3.0607104301452637,0.2674
83,2.0072639107704164,0.504675,3.0475046396255494,0.2687
84,1.9645899146795274,0.52095,3.0386998891830443,0.2737
85,1.9313774347305297,0.528175,3.0444028615951537,0.2731
86,1.8974821746349335,0.5354,3.031806540489197,0.2725
87,1.8637396275997162,0.5466,3.0637738704681396,0.2707
88,1.8457488358020782,0.54965,3.052056384086609,0.2702
89,1.7974048167467118,0.563975,3.055840349197388,0.2701
90,1.7496181935071946,0.579375,3.0806688547134398,0.2701
91,1.7148977100849152,0.5862,3.0598013401031494,0.2744
92,1.6854394555091858,0.597325,3.0983405113220215,0.2631
93,1.6446990102529526,0.605225,3.064314103126526,0.2747
94,1.5924332201480866,0.62235,3.084492802619934,0.2702
95,1.5561069548130035,0.633875,3.105547881126404,0.269
96,1.5004236042499541,0.65005,3.101413369178772,0.2689
97,1.4695721477270127,0.658175,3.1369991302490234,0.2679
98,1.437616041302681,0.66735,3.1165277004241942,0.2692
99,1.4116162359714508,0.672175,3.1400484085083007,0.2735
100,1.3480646431446075,0.692125,3.1421032667160036,0.2703
101,1.315578219294548,0.703875,3.126295495033264,0.2762
102,1.2679740279912948,0.716775,3.1736993551254273,0.2685
103,1.2545788794755937,0.719725,3.1711193323135376,0.2684
104,1.1916550397872925,0.73855,3.1744003534317016,0.2652
