,Train_loss,Train_acc,Valid_loss,Valid_acc
0,4.727397509983608,0.012025,4.702162981033325,0.0092
1,4.669998918260847,0.011875,4.642420530319214,0.0091
2,4.624431065150669,0.0101,4.613046407699585,0.008
3,4.604543140956333,0.011425,4.602177143096924,0.0138
4,4.597067219870431,0.01585,4.596982002258301,0.0158
5,4.592920507703509,0.0162,4.593339443206787,0.0155
6,4.589147295270648,0.01795,4.589725017547607,0.0175
7,4.585690225873675,0.021675,4.586597204208374,0.0216
8,4.582420689719064,0.024525,4.5836827754974365,0.022
9,4.5792190687997,0.026325,4.580492258071899,0.0226
10,4.5759157453264505,0.026275,4.577441930770874,0.0245
11,4.572751590183803,0.02705,4.573859691619873,0.026
12,4.56924159186227,0.028075,4.571008682250977,0.0266
13,4.566114153180804,0.0294,4.5677173137664795,0.0273
14,4.562624182019915,0.029975,4.563520908355713,0.0287
15,4.559075355529785,0.0314,4.559837341308594,0.0304
16,4.554937771388462,0.0321,4.5559775829315186,0.0309
17,4.55106782913208,0.0333,4.551487445831299,0.0327
18,4.546509061540876,0.034,4.547551870346069,0.0346
19,4.54206657409668,0.03495,4.543466091156006,0.0346
20,4.537522384098598,0.036225,4.5381903648376465,0.035
21,4.5323710441589355,0.03695,4.532832860946655,0.0346
22,4.5270697729928155,0.037825,4.52838134765625,0.0364
23,4.521527358463833,0.039225,4.522429943084717,0.037
24,4.515392984662737,0.04025,4.515720367431641,0.0372
25,4.509146894727435,0.040775,4.509370565414429,0.0385
26,4.502106939043317,0.04175,4.502009630203247,0.0392
27,4.494951180049351,0.04235,4.495006561279297,0.0407
28,4.487030233655657,0.043475,4.485734939575195,0.0423
29,4.47885377066476,0.044025,4.478256702423096,0.0418
30,4.469761848449707,0.0449,4.469430923461914,0.0433
31,4.459610530308315,0.044925,4.457400321960449,0.043
32,4.44917985371181,0.045525,4.447498083114624,0.0441
33,4.438264301845005,0.046575,4.435507774353027,0.0452
34,4.425524575369699,0.0471,4.422398090362549,0.0454
35,4.412154606410435,0.047925,4.40927791595459,0.0462
36,4.397507395063128,0.048325,4.3945112228393555,0.0463
37,4.381506443023682,0.0487,4.375871896743774,0.0463
38,4.363706111907959,0.04985,4.360239028930664,0.0484
39,4.345507008688791,0.05065,4.339593410491943,0.0492
40,4.3254353659493585,0.052375,4.321129322052002,0.0518
41,4.30489308493478,0.05425,4.300091743469238,0.0535
42,4.28469112941197,0.05485,4.2794976234436035,0.0561
43,4.265554904937744,0.05625,4.262300968170166,0.0577
44,4.246064594813755,0.059075,4.24492335319519,0.0611
45,4.228563853672573,0.061225,4.228896141052246,0.0618
46,4.212131908961704,0.062075,4.207799196243286,0.0639
47,4.196815150124686,0.06475,4.200047731399536,0.0664
48,4.183083193642752,0.06665,4.186399698257446,0.067
49,4.1698905399867465,0.0686,4.169474124908447,0.0682
50,4.155690738133022,0.0707,4.162999868392944,0.0717
51,4.143275124686105,0.07295,4.145268440246582,0.073
52,4.13076571055821,0.074725,4.135837078094482,0.075
53,4.116847174508231,0.0788,4.122602462768555,0.0764
54,4.102106503077915,0.07965,4.108718395233154,0.0796
55,4.088039193834577,0.083375,4.094604253768921,0.0809
56,4.0727925300598145,0.08465,4.0787553787231445,0.0845
57,4.0583705220903665,0.0896,4.065733909606934,0.088
58,4.042911120823452,0.091225,4.04919958114624,0.0899
59,4.0260733876909525,0.093425,4.032243490219116,0.094
60,4.008158717836652,0.097725,4.017090559005737,0.097
61,3.9936526843479703,0.099525,4.002729654312134,0.1
62,3.9755396161760603,0.10435,3.9829118251800537,0.1057
63,3.9572712012699673,0.10585,3.967787981033325,0.1076
64,3.9414053644452776,0.109275,3.95319402217865,0.1084
65,3.923582145145961,0.1135,3.9411836862564087,0.1101
66,3.910892759050642,0.1142,3.925667643547058,0.1166
67,3.8940718173980713,0.117575,3.9147521257400513,0.1167
68,3.878809758595058,0.12175,3.9060869216918945,0.119
69,3.8647866589682445,0.12355,3.88884699344635,0.1212
70,3.849604674748012,0.12635,3.8710814714431763,0.1217
71,3.8369057178497314,0.1291,3.8638232946395874,0.1226
72,3.822824103491647,0.131,3.8475273847579956,0.1255
73,3.8134837491171703,0.132875,3.836312413215637,0.1289
74,3.798184326716832,0.135225,3.8250765800476074,0.1307
75,3.786414452961513,0.13785,3.8117605447769165,0.1309
76,3.7738401889801025,0.139525,3.8034974336624146,0.1347
77,3.7629860128675188,0.1415,3.798136830329895,0.1344
78,3.7545134340013777,0.14305,3.78991961479187,0.1341
79,3.7453788348606656,0.14465,3.7786775827407837,0.1393
80,3.73239609173366,0.146725,3.7652605772018433,0.1407
81,3.722808531352452,0.148225,3.7575474977493286,0.1434
82,3.7132369450160434,0.149275,3.75535249710083,0.1433
83,3.7044576576777866,0.15115,3.747644543647766,0.1437
84,3.698983839579991,0.15245,3.7387936115264893,0.1442
85,3.6867655345371793,0.156625,3.7297791242599487,0.1498
86,3.6727805818830217,0.154775,3.72005033493042,0.1496
87,3.665369987487793,0.157375,3.712691068649292,0.1517
88,3.6567554473876953,0.1605,3.7075668573379517,0.1513
89,3.6452339717320035,0.160925,3.690908193588257,0.155
90,3.63609664780753,0.163925,3.691225528717041,0.1525
91,3.628796543393816,0.165275,3.693368434906006,0.1557
92,3.6237844739641463,0.164725,3.6818217039108276,0.1573
93,3.618067537035261,0.165675,3.676076889038086,0.1593
94,3.6087678841182163,0.169025,3.661860942840576,0.1612
95,3.5987801211220876,0.1712,3.658903121948242,0.1585
96,3.5888543128967285,0.17045,3.648276209831238,0.1582
97,3.581495829990932,0.1726,3.640246272087097,0.1622
98,3.5724148750305176,0.1733,3.6411218643188477,0.1636
99,3.566342524119786,0.1762,3.632685899734497,0.1635
