,Train_loss,Train_acc,Valid_loss,Valid_acc
0,4.608587741851807,0.02575,4.35635232925415,0.0341
1,4.278367877006531,0.042775,4.204549312591553,0.0488
2,4.15766578912735,0.057525,4.10580039024353,0.0681
3,4.045982122421265,0.074,3.9831807613372803,0.0814
4,3.9298771917819977,0.095725,3.8940722942352295,0.0978
5,3.830334037542343,0.113675,3.8117077350616455,0.1155
6,3.7549449801445007,0.1258,3.751084566116333,0.1213
7,3.6714350283145905,0.13775,3.6833200454711914,0.1338
8,3.5856876969337463,0.1538,3.640078902244568,0.1463
9,3.505368709564209,0.16565,3.568596601486206,0.1561
10,3.418895661830902,0.18085,3.51817786693573,0.1688
11,3.31095889210701,0.1998,3.445722818374634,0.1812
12,3.2076039612293243,0.218025,3.3951531648635864,0.1921
13,3.1032641232013702,0.237225,3.3344870805740356,0.2008
14,2.9937846958637238,0.255975,3.3146029710769653,0.2074
15,2.880682051181793,0.277225,3.300773501396179,0.2117
16,2.741570144891739,0.3046,3.2845730781555176,0.222
17,2.580366939306259,0.34,3.2888141870498657,0.228
18,2.4453272819519043,0.368575,3.303387999534607,0.2301
19,2.261936843395233,0.407325,3.3454140424728394,0.232
20,2.0159741640090942,0.4671,3.390401244163513,0.2323
21,1.8124546557664871,0.5175,3.4857622385025024,0.2295
22,1.4759763032197952,0.611325,3.5708093643188477,0.233
23,1.1406287252902985,0.70365,3.7775195837020874,0.2327
24,0.8129381835460663,0.796825,3.9285858869552612,0.2271
25,0.5397791340947151,0.87295,4.173672437667847,0.2252
26,0.33799273893237114,0.925425,4.362594127655029,0.2323
27,0.20047282986342907,0.959325,4.564236402511597,0.2314
28,0.11566688492894173,0.979225,4.750850200653076,0.2364
29,0.07426315452903509,0.987225,4.8172767162323,0.2338
30,0.049589807633310556,0.99135,4.9752466678619385,0.2325
31,0.03493052418343723,0.99425,5.040415525436401,0.2373
32,0.02432939736172557,0.99615,5.115554332733154,0.2323
33,0.021511305822059512,0.996075,5.144852876663208,0.2406
34,0.016437186975963414,0.997225,5.17675518989563,0.2372
35,0.014265048550441861,0.997425,5.20891547203064,0.2424
36,0.012203804100863636,0.9978,5.264508485794067,0.2397
37,0.013654298905748874,0.99705,5.265655517578125,0.2375
38,0.011896388721652329,0.99725,5.277632713317871,0.2387
39,0.010447672801092267,0.99805,5.32900333404541,0.2382
40,0.010313108039554209,0.998025,5.316914319992065,0.2408
41,0.009716177126392722,0.998025,5.371333599090576,0.2385
42,0.010605804389342666,0.9979,5.3675737380981445,0.2375
43,0.010879304260015488,0.99795,5.417984485626221,0.2395
44,0.011659203155431896,0.99755,5.441251754760742,0.2328
45,0.011218108411412686,0.99775,5.40287709236145,0.2326
46,0.013536388403736055,0.997225,5.464472770690918,0.2335
47,0.01829487003851682,0.99585,5.435178279876709,0.2357
48,0.02228982385713607,0.995025,5.442479133605957,0.2377
49,0.023980543948709965,0.994675,5.47081732749939,0.233
