,Train_loss,Train_acc,Valid_loss,Valid_acc
0,2.071783140003681,0.236275,1.8949791967868805,0.3091
1,1.8492645829916001,0.3368,1.772402228116989,0.3703
2,1.7416719976067543,0.377375,1.6994483578205108,0.3843
3,1.6425093549489975,0.414425,1.6441692435741424,0.4079
4,1.552316151857376,0.44465,1.5217664408683778,0.452
5,1.4757966411113739,0.47325,1.455096604824066,0.4802
6,1.4027164641022682,0.49905,1.4414198100566864,0.4772
7,1.3438977009058,0.52095,1.4275286829471587,0.4843
8,1.2892431402206421,0.53725,1.3721634829044342,0.5024
9,1.2374758805334567,0.55845,1.3231367123126985,0.5238
10,1.1805142311751842,0.5787,1.2962299227714538,0.5416
11,1.1213185007870197,0.60115,1.29700448513031,0.5399
12,1.06458720266819,0.620175,1.3020890927314759,0.54
13,0.9969662642478943,0.644675,1.3153377151489258,0.5405
14,0.9405769443511963,0.662375,1.2734612727165222,0.553
15,0.866269121170044,0.691425,1.2975592172145844,0.5566
16,0.7909485874325037,0.718975,1.3905679023265838,0.5414
17,0.7258019363880157,0.741675,1.3739806520938873,0.5464
18,0.6458188377320766,0.772225,1.4023742419481278,0.5577
19,0.5551655860245228,0.805075,1.537565472126007,0.5461
20,0.4821668831259012,0.8291,1.5391813123226166,0.551
21,0.4025416247174144,0.86105,1.7030070996284485,0.5351
22,0.326156887896359,0.8869,1.7491887664794923,0.5503
23,0.255600452311337,0.91335,1.8355077910423279,0.5526
24,0.20776407586410642,0.930575,1.9466041016578675,0.5501
25,0.16185687246732414,0.94665,2.0339271521568296,0.552
26,0.11289822335354983,0.96635,2.1930283749103547,0.5443
27,0.07727173668332397,0.977725,2.3265229272842407,0.5447
28,0.05993202473968268,0.982475,2.367048901319504,0.5479
29,0.06172997053246945,0.98185,2.391378527879715,0.553
30,0.03866209867876023,0.990175,2.4716914558410643,0.5531
31,0.018136172553058712,0.996775,2.5638227128982543,0.5607
32,0.004674369705899153,0.999575,2.5768330764770506,0.5651
33,0.0023357850285538008,0.999775,2.620028100013733,0.5662
34,0.0019806295138550924,0.9998,2.640775454044342,0.5705
35,0.0015301970504515339,0.999875,2.671959285736084,0.5676
36,0.0011120507595478557,0.99995,2.6863391888141632,0.5689
37,0.0009232568209699821,0.999975,2.7108994162082674,0.5701
38,0.0007561902953602839,1.0,2.7304731047153474,0.5687
39,0.0006876441073109163,1.0,2.7445185983181,0.5696
40,0.0006337463097588625,1.0,2.7604970395565034,0.569
41,0.0005910831705114106,1.0,2.7738082695007322,0.5689
42,0.0005541940975672333,1.0,2.7889742839336393,0.569
43,0.0005222369370312663,1.0,2.7998528981208803,0.5687
44,0.0004939364612073405,1.0,2.8108720326423646,0.5683
45,0.00046873393694113474,1.0,2.8232866871356963,0.5693
46,0.00044651434080151376,1.0,2.8336201322078707,0.5674
47,0.00042633364733774215,1.0,2.845227904319763,0.568
48,0.00040818189991114194,1.0,2.8546929693222047,0.5683
49,0.00039113509017624893,1.0,2.864257311820984,0.5684
50,0.00037609429527947215,1.0,2.874520313739777,0.5682
51,0.00036166901416436305,1.0,2.8808978283405304,0.5688
52,0.00034867739614128366,1.0,2.891384482383728,0.5683
53,0.00033672475652565484,1.0,2.89831773519516,0.5679
54,0.00032537634444452124,1.0,2.906641685962677,0.5681
55,0.0003147000116950949,1.0,2.914427311420441,0.5678
56,0.00030472906666545896,1.0,2.921547300815582,0.5678
57,0.0002954080065319431,1.0,2.9302068305015565,0.5686
58,0.00028692135121673347,1.0,2.9364420771598816,0.5677
59,0.00027864940482686507,1.0,2.9432077646255492,0.5678
60,0.00027089889175840653,1.0,2.950870361328125,0.5678
61,0.0002635948308306979,1.0,2.9562339329719545,0.5682
62,0.00025675532440800453,1.0,2.9623930430412293,0.5681
63,0.00025010455890878803,1.0,2.969023296833038,0.5675
64,0.00024395858141360805,1.0,2.975284901857376,0.5679
65,0.00023803583411790896,1.0,2.980898948907852,0.5679
66,0.00023238093839609064,1.0,2.98701891541481,0.5683
67,0.0002269773046282353,1.0,2.9931738495826723,0.5679
68,0.0002217822694728966,1.0,2.9979846727848054,0.5681
69,0.00021697111973480786,1.0,3.003093136548996,0.5684
70,0.00021225897606200306,1.0,3.0085480189323426,0.5676
71,0.00020781353283382486,1.0,3.014250977039337,0.5681
72,0.0002034881398503785,1.0,3.0191105234622957,0.5678
73,0.00019933520812628558,1.0,3.0237024128437042,0.5677
74,0.00019538994971298962,1.0,3.0295367467403413,0.5676
75,0.00019164691164405667,1.0,3.032991853952408,0.5678
